产品代码,产品名称,净值,累计净值,风险等级,业绩基准,状态
"FBAE42174E","民生理财贵竹固收稳利红利半年持有期4号理财产品E",1.0095,1.0095,2,"2.40%-3.20%","在售"
"FBAE42174F","民生理财贵竹固收稳利红利半年持有期4号理财产品F",1.0095,1.0095,2,"2.40%-3.20%","在售"
"FBAE67306G","民生理财贵竹固收增利半年发180天持有期6号理财产品G",1.0352,1.0352,2,"1.80%-2.50%","在售"
"FBAF19058E","民生理财天天增利现金管理54号理财产品E",1.0,1.0,1,"同期七天通知存款利率","在售"
"FBAE60306A","民生理财富竹纯债28天持有期6号理财产品",1.0389,1.0389,2,"1.50%-2.20%","在售"
"FBAE24102A","民生理财富竹纯债日申季赎2号理财产品",1.0343,1.0343,2,"1.50%-2.20%","6"
"FBAE24102P","民生理财富竹纯债日申季赎2号理财产品P",1.0343,1.0343,2,"1.50%-2.20%","6"
"FBAG62215A","民生理财富竹固收优选封闭115号理财产品A",1.0083,1.0083,2,"2.20%-2.50%","已结束"
"FBAG62215B","民生理财富竹固收优选封闭115号理财产品B",1.0084,1.0084,2,"2.23%-2.53%","已结束"
"FBAG62215J","民生理财富竹固收优选封闭115号理财产品J",1.0087,1.0087,2,"2.30%-2.60%","已结束"
"FBAG62215Q","民生理财富竹固收优选封闭115号理财产品Q",1.0087,1.0087,2,"2.30%-2.60%","已结束"
"FBAG62215S","民生理财富竹固收优选封闭115号理财产品S",1.0085,1.0085,2,"2.25%-2.55%","已结束"
"FBAG62215F","民生理财富竹固收优选封闭115号理财产品F",1.0082,1.0082,2,"2.15%-2.45%","已结束"
"FBAG66007A","民生理财富竹固收稳健精选封闭7号理财产品A",1.0078,1.0078,2,"2.50%-2.90%","已结束"
"FBAG66007B","民生理财富竹固收稳健精选封闭7号理财产品B",1.0079,1.0079,2,"2.53%-2.93%","已结束"
"FBAG66007H","民生理财富竹固收稳健精选封闭7号理财产品H",1.0079,1.0079,2,"2.55%-2.95%","已结束"
"FBAG66007S","民生理财富竹固收稳健精选封闭7号理财产品S",1.0079,1.0079,2,"2.55%-2.95%","已结束"
"FBAE41100P","民生理财贵竹固收增利天天盈100号理财产品P",1.01803,1.01803,2,"1.00%-2.00%","在售"
"FBAE46125F","民生理财贵竹固收增强超利30天持有期5号理财产品F",1.0108,1.0108,3,"1.50%-4.50%","在售"
"FBAE46125M","民生理财贵竹固收增强超利30天持有期5号理财产品M",1.0108,1.0108,3,"1.50%-4.50%","在售"
"FBAE46125E","民生理财贵竹固收增强超利30天持有期5号理财产品E",1.0108,1.0108,3,"1.50%-4.50%","在售"
"FBAE60538A","民生理财富竹纯债91天持有期38号理财产品",1.014,1.014,2,"1.60%-2.30%","在售"
"FBAE60538E","民生理财富竹纯债91天持有期38号理财产品E",1.014,1.014,2,"1.60%-2.30%","在售"
"FBAE95001A","民生理财贵竹固收增利量化精选日开1号理财产品",1.013,1.013,2,"1.80%-2.60%","在售"
"FBAF19242E","民生理财天天增利现金管理242号理财产品E",1.0,1.0,1,"同期七天通知存款利率","在售"
"FBAF19242F","民生理财天天增利现金管理242号理财产品F",1.0,1.0,1,"同期七天通知存款利率","在售"
"FBAF19242M","民生理财天天增利现金管理242号理财产品M",1.0,1.0,1,"同期七天通知存款利率","在售"
"FBAF19242N","民生理财天天增利现金管理242号理财产品N",1.0,1.0,1,"同期七天通知存款利率","在售"
"FBAE95101A","民生理财贵竹固收增利多元资产轮动日开1号理财产品",1.0227,1.0227,2,"1.80%-2.60%","在售"
"FBAF19231A","民生理财天天增利现金管理231号理财产品A",1.0,1.0,1,"同期七天通知存款利率","在售"
"FBAF19231B","民生理财天天增利现金管理231号理财产品B",1.0,1.0,1,"同期七天通知存款利率","在售"
"FBAF19231S","民生理财天天增利现金管理231号理财产品S",1.0,1.0,1,"同期七天通知存款利率","在售"
"FBAF19231G","民生理财天天增利现金管理231号理财产品G",1.0,1.0,1,"同期七天通知存款利率","在售"
"FBAF19231E","民生理财天天增利现金管理231号理财产品E",1.0,1.0,1,"同期七天通知存款利率","在售"
"FBAE37306E","民生理财贵竹固收添益3个月持有期6号理财产品E",1.0083,1.0083,2,"1.80%-2.60%","在售"
"FBAE41039B","民生理财贵竹固收增利天天盈39号理财产品B",1.036897,1.036897,2,"1.00%-2.00%","在售"
"FBAE41039G","民生理财贵竹固收增利天天盈39号理财产品G",1.036974,1.036974,2,"1.00%-2.00%","在售"
